epoch,train_loss,train_total_loss,train_event_loss,train_alpha_loss,val_loss,val_total_loss,val_event_loss,val_alpha_loss,val_metrics
1,0.5426526889204979,0.5426526889204979,0.5387553538788449,0.007794658865102313,0.5004467815160751,0.5004467815160751,0.49927617940637803,0.002341204093277661,"{'threshold': 0.5, 'accuracy': 0.8097826086956522, 'precision': 0.8097826086956522, 'recall': 1.0, 'f1': 0.8948948948948949, 'positive_rate': 0.8097826086956522, 'roc_auc': 0.5350378182592948, 'average_precision': 0.8294869469151163, 'true_negatives': 0, 'false_positives': 105, 'false_negatives': 0, 'true_positives': 447, 'alpha_mae': 0.052414596679412076, 'alpha_rmse': 0.06844086058180289, 'alpha_r2': -1.0396628692984673, 'alpha_direction_accuracy': 0.5018115942028986}"
2,0.5221300494264473,0.5221300494264473,0.5205819921737368,0.003096123003739525,0.513986822631624,0.513986822631624,0.5133007764816284,0.0013720986963663665,"{'threshold': 0.5, 'accuracy': 0.8097826086956522, 'precision': 0.8097826086956522, 'recall': 1.0, 'f1': 0.8948948948948949, 'positive_rate': 0.8097826086956522, 'roc_auc': 0.549653776499414, 'average_precision': 0.8443270664131933, 'true_negatives': 0, 'false_positives': 105, 'false_negatives': 0, 'true_positives': 447, 'alpha_mae': 0.03719127634199601, 'alpha_rmse': 0.05232530543429622, 'alpha_r2': -0.1922051968006575, 'alpha_direction_accuracy': 0.5670289855072463}"
3,0.5182150101119821,0.5182150101119821,0.5168552859262987,0.002719453349899678,0.5141668717066447,0.5141668717066447,0.5134967946343951,0.0013401580282435236,"{'threshold': 0.5, 'accuracy': 0.8097826086956522, 'precision': 0.8097826086956522, 'recall': 1.0, 'f1': 0.8948948948948949, 'positive_rate': 0.8097826086956522, 'roc_auc': 0.544220730797912, 'average_precision': 0.8482753561365335, 'true_negatives': 0, 'false_positives': 105, 'false_negatives': 0, 'true_positives': 447, 'alpha_mae': 0.03944951666968679, 'alpha_rmse': 0.05211599058755133, 'alpha_r2': -0.1826860121153937, 'alpha_direction_accuracy': 0.5307971014492754}"
