ticker,week_start,last_date,close,volume,vol_ma_5,price_ma_5,price_ma_20,volatility_20,future_alpha_5d,label_abs_alpha_gt_1pct,sec_event_count,sec_latest_filing_url,sec_filing_text_count,sec_filing_text,finnhub_event_count,finnhub_headline_sample,finnhub_summary_sample,finnhub_news_text,yahoo_event_count,yahoo_headline_sample,yahoo_summary_sample,yahoo_news_text,combined_event_text,has_text,text_source_count,event_text_char_count,label_alpha_positive,has_sec_filing,has_finnhub_news,has_yahoo_news,price_vs_ma_5,price_vs_ma_20,volume_vs_ma_5,week_of_year,month,days_from_start,predicted_alpha_score,trade_position,position_weight,realized_alpha,period_return_contribution,trade_taken,requested_k_long,requested_k_short,effective_k_long,effective_k_short,trade_side,trade_correct_direction
SNDK,2026-01-20,2026-01-26,470.7999877929687,13435200,18868240.0,480.49599609375,366.4294975280762,0.0812710446926828,0.4092280736634097,1,0,,0,,0,,,,0,,,,,0,0,0,1,0,0,0,-0.0201791656530048,0.2848310274390384,-0.2879463055377714,4,1,630,0.0,1,0.2,0.4092280736634097,0.08184561473268194,1,5,0,5,0,long,1
DOW,2026-01-20,2026-01-26,27.850133895874023,8707100,10609260.0,27.62282524108887,25.786574935913087,0.0275164023292819,0.0210691788360626,1,0,,0,,0,,,,0,,,,,0,0,0,1,0,0,0,0.0082290154175479,0.0800245463032396,-0.1792924294437123,4,1,630,0.0,1,0.2,0.0210691788360626,0.00421383576721252,1,5,0,5,0,long,1
RVTY,2026-01-20,2026-01-26,114.61032104492188,1271800,1664900.0,115.42968139648436,106.54333381652832,0.0231801910262617,-0.0701180813770272,1,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,0,-0.0070983506291427,0.075715551029079,-0.2361102768935071,4,1,630,0.0,1,0.2,-0.0701180813770272,-0.01402361627540544,1,5,0,5,0,long,0
DAL,2026-01-27,2026-02-02,68.89281463623047,10090600,8129540.0,66.51527404785156,69.02295989990235,0.0233372379007463,0.087363401449743,1,0,,0,,0,,,,0,,,,,0,0,0,1,0,0,0,0.0357442801283278,-0.0018855358254791,0.2412264408564322,5,1,637,0.0,1,0.2,0.087363401449743,0.0174726802899486,1,5,0,5,0,long,1
STX,2026-01-27,2026-02-02,432.1961059570313,6062800,9288680.0,419.6479736328125,346.33436279296876,0.0662158301484149,-0.016696846573811,1,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,0,0.0299015677726071,0.2479157496000155,-0.3472915419629053,5,1,637,0.0,1,0.2,-0.016696846573811,-0.0033393693147622003,1,5,0,5,0,long,0
URI,2026-01-27,2026-02-02,777.2293090820312,1123500,1198380.0,829.8747436523438,896.2816619873047,0.0364837894589985,0.1268806650238478,1,0,,0,,39,United Rentals (URI) To Report Earnings Tomorrow: Here Is What To Expect,Equipment rental company United Rentals (NYSE:URI) will be announcing earnings results this Wednesday afternoon. Here’s what investors should know.,"Yahoo: United Rentals' (NYSE:URI) Shareholders Will Receive A Bigger Dividend Than Last Year United Rentals, Inc. ( NYSE:URI ) has announced that it will be increasing its dividend from last year's comparable... --- Yahoo: Why United Rentals Stock Plunged by Nearly 15% This Week Neither investors nor analysts seemed very impressed by the equipment rental company's recent performance. --- Benzinga: JP Morgan Maintains Overweight on United Rentals, Lowers Price Target to $970 JP Morgan analyst Tami Zakaria maintains United Rentals (NYSE:URI) with a Overweight and lowers the price target from $1150 to $970. --- Benzinga: RBC Capital Maintains Outperform on United Rentals, Lowers Price Target to $1041 RBC Capital analyst Sabahat Khan maintains United Rentals (NYSE:URI) with a Outperform and lowers the price target from $1123 to $1041. --- Yahoo: Stock Index Futures Slip as Trump Picks Warsh for Fed Chair March S&P 500 E-Mini futures (ESH26) are down -0.40%, and March Nasdaq 100 E-Mini futures (NQH26) are down -0.47% this morning after U.S. President Donald Trump nominated Kevin Warsh as the next Federal Reserve chair. --- Yahoo: Is United Rentals (URI) Attractive After Recent Share Price Pullback? If you are wondering whether United Rentals' current share price still reflects good value, you are not alone. This article focuses squarely on what that price might mean for investors today. The stock recently closed at US$787.04, with a 17.7% decline over the past 7 days, a 3.7% decline over 30 days, and returns of 2.6% over 1 year, 78.1% over 3 years, and 212.8% over 5 years. Recent coverage around United Rentals has centred on its position in the equipment rental space and how investors... --- Yahoo: United Rentals Q4 Earnings Call Highlights United Rentals (NYSE:URI) used its latest investor conference call to review record 2025 results, discuss demand trends across its general rental and specialty businesses, and outline 2026 guidance that management said points to another year of profitable growth. Chief Executive Officer Matt Flanner --- SeekingAlpha: Harbor Small Cap Growth Fund Q4 2025 Portfolio Performance The Harbor Small Cap Growth Fund outperformed its benchmark this quarter. Strength in Industrials and Information Technology offset relative weakness in Health Care. --- Yahoo: United Rentals Inc (URI) Q4 2025 Earnings Call Highlights: Record Revenue and Strategic Growth Plans United Rentals Inc (URI) reports a strong fourth quarter with record rental revenue and outlines ambitious growth and shareholder return strategies for 2026. --- Yahoo: URI Q4 Deep Dive: Large Project Growth Offset by Margin Pressures and Mixed Demand Equipment rental company United Rentals (NYSE:URI) fell short of the markets revenue expectations in Q4 CY2025 as sales rose 2.8% year on year to $4.21 billion. On the other hand, the company’s outlook for the full year was close to analysts’ estimates with revenue guided to $17.05 billion at the midpoint. Its non-GAAP profit of $11.09 per share was 6.1% below analysts’ consensus estimates. --- CNBC: Final Trade: Materials, SLB, URI, MSFT The final trades of the day with CNBC's Melissa Lee and the 'Fast Money' traders. --- Yahoo: Why United Rentals Stock Is Plummeting Today United Rentals' fourth-quarter earnings are a perfect reminder to focus on the long term -- not 90 days' worth of underwhelming data. --- Yahoo: Why United Rentals (URI) Stock Is Trading Lower Today Shares of equipment rental company United Rentals (NYSE:URI) fell 15.1% in the afternoon session after it reported fourth-quarter financial results that did not meet Wall Street's expectations. --- Yahoo: Why Herc (HRI) Shares Are Plunging Today Shares of equipment rental company Herc Holdings (NYSE:HRI) fell 7.3% in the afternoon session after a disappointing earnings report from its competitor, United Rentals (URI). Because URI missed Wall Street’s expectations for both revenue and profit, investors were concerned that these headwinds signal a broader slowdown across the entire equipment rental industry. --- Fintel: LONDON MARKET CLOSE: Stocks mixed amid tech earnings, Fed fallout --- Yahoo: United Rentals' Q4 Earnings & Revenues Miss, Dividend Hiked by 10% URI misses Q4 estimates, but steady demand and upbeat 2026 guidance signal resilience beneath margin pressure. --- SeekingAlpha: United Rentals, Inc. (URI) Q4 2025 Earnings Call Transcript United Rentals, Inc. (URI) Q4 2025 Earnings Call January 29, 2026 8:30 AM ESTCompany ParticipantsMatthew Flannery - President, CEO & DirectorWilliam... --- Benzinga: Microsoft Stock's Worst Day Since March 2020, Bitcoin Plunges 5%: What's Moving Markets Thursday? Volatility returned to Wall Street Thursday, the session after the Federal Reserve meeting, but this time the selloff was less macro-driven and more stock-specific. --- Yahoo: United Rentals Expands Shareholder Returns With New Buyback And Dividend Lift United Rentals (NYSE:URI) announced a new US$5 billion share repurchase program authorized by its Board of Directors. The buyback program has no expiration date, allowing the company flexibility in the timing and size of future repurchases. The company also approved a 10% dividend increase, reinforcing its focus on shareholder returns. United Rentals, a major equipment rental provider serving construction, industrial and infrastructure customers, sits at the center of demand for rented... --- CNBC: Stocks making the biggest moves midday: ServiceNow, Salesforce, Southwest, Carnival & more These are the stocks posting the largest moves in midday trading. --- SeekingAlpha: United Rentals, Inc. 2025 Q4 - Results - Earnings Call Presentation 2026-01-29. The following slide deck was published by United Rentals, Inc. --- Benzinga: United Rentals shares are trading lower after the company reported worse-than-expected Q4 financial results. --- Yahoo: Here's What Key Metrics Tell Us About United Rentals (URI) Q4 Earnings The headline numbers for United Rentals (URI) give insight into how the company performed in the quarter ended December 2025, but it may be worthwhile to compare some of its key metrics to Wall Street estimates and the year-ago actuals. --- Yahoo: United Rentals (URI) Q4 Earnings and Revenues Lag Estimates United Rentals (URI) delivered earnings and revenue surprises of -6.84% and -1.14%, respectively, for the quarter ended December 2025. Do the numbers hold clues to what lies ahead for the stock? --- Yahoo: United Rentals (NYSE:URI) Misses Q4 CY2025 Sales Expectations, Stock Drops Equipment rental company United Rentals (NYSE:URI) missed Wall Street’s revenue expectations in Q4 CY2025 as sales rose 2.8% year on year to $4.21 billion. On the other hand, the company’s outlook for the full year was close to analysts’ estimates with revenue guided to $17.05 billion at the midpoint. Its non-GAAP profit of $11.09 per share was 6.1% below analysts’ consensus estimates. --- Yahoo: United Rentals: Q4 Earnings Snapshot The average estimate of nine analysts surveyed by Zacks Investment Research was for earnings of $11.90 per share. The equipment rental company posted revenue of $4.21 billion in the period, also falling short of Street forecasts. Eight analysts surveyed by Zacks expected $4.26 billion. --- Yahoo: United Rentals Increases Quarterly Cash Dividend STAMFORD, Conn., January 28, 2026--United Rentals, Inc. (NYSE: URI) announced today that its Board of Directors increased the company’s quarterly dividend by 10% and declared a quarterly dividend of $1.97 per share, payable on February 25, 2026 to stockholders of record as of February 11, 2026. --- Yahoo: United Rentals Announces Fourth Quarter and Full-Year1 2025 Results, Introduces 2026 Outlook for Growth, and Announces Plan to Return Approximately $2 Billion to Shareholders in 2026 Supported by New $5 Billion Share Repurchase Program STAMFORD, Conn., January 28, 2026--United Rentals, Inc. (NYSE: URI) today announced financial results for the fourth quarter of 2025 and reported its full-year results on Form 10-K. The company also announced its full-year 2026 guidance, its intention to repurchase $1.5 billion of common stock in 2026, supported by a new $5 billion share repurchase program, and a 10% increase to its quarterly dividend. --- Benzinga: United Rentals Board Authorizes New $5B Buyback Plan United Rentals, Inc. (NYSE: URI) today announced financial results for the fourth quarter of 2025 and reported its full-year results on Form 10-K. The company also announced its full-year 2026 guidance, its intention to --- Benzinga: United Rentals Raises Quarterly Dividend From $1.79 To $1.97 Per Share --- Benzinga: United Rentals Sees FY2026 Sales $16.800B-$17.300B vs $17.108B Est United Rentals (NYSE:URI) sees FY2026 sales of $16.800 billion-$17.300 billion vs $17.108 billion analyst estimate. --- Benzinga: United Rentals Q4 Adj. EPS $11.09 Misses $11.76 Estimate, Sales $4.208B Miss $4.248B Estimate United Rentals (NYSE:URI) reported quarterly earnings of $11.09 per share which missed the analyst consensus estimate of $11.76 by 5.66 percent. This is a 4.31 percent decrease over earnings of $11.59 per share from the --- Benzinga: Gold Rallies To $5,300, Memory Stocks Go Wild: What's Moving Markets Wednesday? Wall Street posted modest gains on Wednesday, while gold extended its relentless rally, shattering records above $5,300 an ounce ahead of the Federal Open Market Committee meeting. --- Yahoo: Morning Bid: Making a weak dollar ""great"" again and global markets today , Editor-At-Large, Finance and Markets The dollar managed to get a toehold on Wednesday after a withering drop to a four-year low overnight. President Donald Trump appeared to embrace the move, saying the ​dollar was ""great. --- Benzinga: Earnings Scheduled For January 28, 2026 --- Yahoo: Here's What Investors Must Know Ahead of United Rentals' Q4 Earnings Can strong infrastructure demand and specialty rentals help URI rebound in Q4 earnings? --- Benzinga: United Rentals Earnings Preview --- Yahoo: Should United Rentals’ Specialty Bundling Strategy Shape URI’s Earnings Reaction And Long-Term Positioning? In recent days, United Rentals has drawn attention ahead of its upcoming earnings release, as analysts issued a mix of cautious and optimistic views on the equipment rental company’s outlook. An interesting angle for investors is how United Rentals’ push to bundle specialty rental services into a one-stop offering is influencing analyst expectations for its profitability and market position. We’ll now examine how the anticipated earnings update and focus on specialty rental bundling shape... --- Yahoo: United Rentals (URI) To Report Earnings Tomorrow: Here Is What To Expect Equipment rental company United Rentals (NYSE:URI) will be announcing earnings results this Wednesday afternoon. Here’s what investors should know.",0,,,,"Yahoo: United Rentals' (NYSE:URI) Shareholders Will Receive A Bigger Dividend Than Last Year United Rentals, Inc. ( NYSE:URI ) has announced that it will be increasing its dividend from last year's comparable... --- Yahoo: Why United Rentals Stock Plunged by Nearly 15% This Week Neither investors nor analysts seemed very impressed by the equipment rental company's recent performance. --- Benzinga: JP Morgan Maintains Overweight on United Rentals, Lowers Price Target to $970 JP Morgan analyst Tami Zakaria maintains United Rentals (NYSE:URI) with a Overweight and lowers the price target from $1150 to $970. --- Benzinga: RBC Capital Maintains Outperform on United Rentals, Lowers Price Target to $1041 RBC Capital analyst Sabahat Khan maintains United Rentals (NYSE:URI) with a Outperform and lowers the price target from $1123 to $1041. --- Yahoo: Stock Index Futures Slip as Trump Picks Warsh for Fed Chair March S&P 500 E-Mini futures (ESH26) are down -0.40%, and March Nasdaq 100 E-Mini futures (NQH26) are down -0.47% this morning after U.S. President Donald Trump nominated Kevin Warsh as the next Federal Reserve chair. --- Yahoo: Is United Rentals (URI) Attractive After Recent Share Price Pullback? If you are wondering whether United Rentals' current share price still reflects good value, you are not alone. This article focuses squarely on what that price might mean for investors today. The stock recently closed at US$787.04, with a 17.7% decline over the past 7 days, a 3.7% decline over 30 days, and returns of 2.6% over 1 year, 78.1% over 3 years, and 212.8% over 5 years. Recent coverage around United Rentals has centred on its position in the equipment rental space and how investors... --- Yahoo: United Rentals Q4 Earnings Call Highlights United Rentals (NYSE:URI) used its latest investor conference call to review record 2025 results, discuss demand trends across its general rental and specialty businesses, and outline 2026 guidance that management said points to another year of profitable growth. Chief Executive Officer Matt Flanner --- SeekingAlpha: Harbor Small Cap Growth Fund Q4 2025 Portfolio Performance The Harbor Small Cap Growth Fund outperformed its benchmark this quarter. Strength in Industrials and Information Technology offset relative weakness in Health Care. --- Yahoo: United Rentals Inc (URI) Q4 2025 Earnings Call Highlights: Record Revenue and Strategic Growth Plans United Rentals Inc (URI) reports a strong fourth quarter with record rental revenue and outlines ambitious growth and shareholder return strategies for 2026. --- Yahoo: URI Q4 Deep Dive: Large Project Growth Offset by Margin Pressures and Mixed Demand Equipment rental company United Rentals (NYSE:URI) fell short of the markets revenue expectations in Q4 CY2025 as sales rose 2.8% year on year to $4.21 billion. On the other hand, the company’s outlook for the full year was close to analysts’ estimates with revenue guided to $17.05 billion at the midpoint. Its non-GAAP profit of $11.09 per share was 6.1% below analysts’ consensus estimates. --- CNBC: Final Trade: Materials, SLB, URI, MSFT The final trades of the day with CNBC's Melissa Lee and the 'Fast Money' traders. --- Yahoo: Why United Rentals Stock Is Plummeting Today United Rentals' fourth-quarter earnings are a perfect reminder to focus on the long term -- not 90 days' worth of underwhelming data. --- Yahoo: Why United Rentals (URI) Stock Is Trading Lower Today Shares of equipment rental company United Rentals (NYSE:URI) fell 15.1% in the afternoon session after it reported fourth-quarter financial results that did not meet Wall Street's expectations. --- Yahoo: Why Herc (HRI) Shares Are Plunging Today Shares of equipment rental company Herc Holdings (NYSE:HRI) fell 7.3% in the afternoon session after a disappointing earnings report from its competitor, United Rentals (URI). Because URI missed Wall Street’s expectations for both revenue and profit, investors were concerned that these headwinds signal a broader slowdown across the entire equipment rental industry. --- Fintel: LONDON MARKET CLOSE: Stocks mixed amid tech earnings, Fed fallout --- Yahoo: United Rentals' Q4 Earnings & Revenues Miss, Dividend Hiked by 10% URI misses Q4 estimates, but steady demand and upbeat 2026 guidance signal resilience beneath margin pressure. --- SeekingAlpha: United Rentals, Inc. (URI) Q4 2025 Earnings Call Transcript United Rentals, Inc. (URI) Q4 2025 Earnings Call January 29, 2026 8:30 AM ESTCompany ParticipantsMatthew Flannery - President, CEO & DirectorWilliam... --- Benzinga: Microsoft Stock's Worst Day Since March 2020, Bitcoin Plunges 5%: What's Moving Markets Thursday? Volatility returned to Wall Street Thursday, the session after the Federal Reserve meeting, but this time the selloff was less macro-driven and more stock-specific. --- Yahoo: United Rentals Expands Shareholder Returns With New Buyback And Dividend Lift United Rentals (NYSE:URI) announced a new US$5 billion share repurchase program authorized by its Board of Directors. The buyback program has no expiration date, allowing the company flexibility in the timing and size of future repurchases. The company also approved a 10% dividend increase, reinforcing its focus on shareholder returns. United Rentals, a major equipment rental provider serving construction, industrial and infrastructure customers, sits at the center of demand for rented... --- CNBC: Stocks making the biggest moves midday: ServiceNow, Salesforce, Southwest, Carnival & more These are the stocks posting the largest moves in midday trading. --- SeekingAlpha: United Rentals, Inc. 2025 Q4 - Results - Earnings Call Presentation 2026-01-29. The following slide deck was published by United Rentals, Inc. --- Benzinga: United Rentals shares are trading lower after the company reported worse-than-expected Q4 financial results. --- Yahoo: Here's What Key Metrics Tell Us About United Rentals (URI) Q4 Earnings The headline numbers for United Rentals (URI) give insight into how the company performed in the quarter ended December 2025, but it may be worthwhile to compare some of its key metrics to Wall Street estimates and the year-ago actuals. --- Yahoo: United Rentals (URI) Q4 Earnings and Revenues Lag Estimates United Rentals (URI) delivered earnings and revenue surprises of -6.84% and -1.14%, respectively, for the quarter ended December 2025. Do the numbers hold clues to what lies ahead for the stock? --- Yahoo: United Rentals (NYSE:URI) Misses Q4 CY2025 Sales Expectations, Stock Drops Equipment rental company United Rentals (NYSE:URI) missed Wall Street’s revenue expectations in Q4 CY2025 as sales rose 2.8% year on year to $4.21 billion. On the other hand, the company’s outlook for the full year was close to analysts’ estimates with revenue guided to $17.05 billion at the midpoint. Its non-GAAP profit of $11.09 per share was 6.1% below analysts’ consensus estimates. --- Yahoo: United Rentals: Q4 Earnings Snapshot The average estimate of nine analysts surveyed by Zacks Investment Research was for earnings of $11.90 per share. The equipment rental company posted revenue of $4.21 billion in the period, also falling short of Street forecasts. Eight analysts surveyed by Zacks expected $4.26 billion. --- Yahoo: United Rentals Increases Quarterly Cash Dividend STAMFORD, Conn., January 28, 2026--United Rentals, Inc. (NYSE: URI) announced today that its Board of Directors increased the company’s quarterly dividend by 10% and declared a quarterly dividend of $1.97 per share, payable on February 25, 2026 to stockholders of record as of February 11, 2026. --- Yahoo: United Rentals Announces Fourth Quarter and Full-Year1 2025 Results, Introduces 2026 Outlook for Growth, and Announces Plan to Return Approximately $2 Billion to Shareholders in 2026 Supported by New $5 Billion Share Repurchase Program STAMFORD, Conn., January 28, 2026--United Rentals, Inc. (NYSE: URI) today announced financial results for the fourth quarter of 2025 and reported its full-year results on Form 10-K. The company also announced its full-year 2026 guidance, its intention to repurchase $1.5 billion of common stock in 2026, supported by a new $5 billion share repurchase program, and a 10% increase to its quarterly dividend. --- Benzinga: United Rentals Board Authorizes New $5B Buyback Plan United Rentals, Inc. (NYSE: URI) today announced financial results for the fourth quarter of 2025 and reported its full-year results on Form 10-K. The company also announced its full-year 2026 guidance, its intention to --- Benzinga: United Rentals Raises Quarterly Dividend From $1.79 To $1.97 Per Share --- Benzinga: United Rentals Sees FY2026 Sales $16.800B-$17.300B vs $17.108B Est United Rentals (NYSE:URI) sees FY2026 sales of $16.800 billion-$17.300 billion vs $17.108 billion analyst estimate. --- Benzinga: United Rentals Q4 Adj. EPS $11.09 Misses $11.76 Estimate, Sales $4.208B Miss $4.248B Estimate United Rentals (NYSE:URI) reported quarterly earnings of $11.09 per share which missed the analyst consensus estimate of $11.76 by 5.66 percent. This is a 4.31 percent decrease over earnings of $11.59 per share from the --- Benzinga: Gold Rallies To $5,300, Memory Stocks Go Wild: What's Moving Markets Wednesday? Wall Street posted modest gains on Wednesday, while gold extended its relentless rally, shattering records above $5,300 an ounce ahead of the Federal Open Market Committee meeting. --- Yahoo: Morning Bid: Making a weak dollar ""great"" again and global markets today , Editor-At-Large, Finance and Markets The dollar managed to get a toehold on Wednesday after a withering drop to a four-year low overnight. President Donald Trump appeared to embrace the move, saying the ​dollar was ""great. --- Benzinga: Earnings Scheduled For January 28, 2026 --- Yahoo: Here's What Investors Must Know Ahead of United Rentals' Q4 Earnings Can strong infrastructure demand and specialty rentals help URI rebound in Q4 earnings? --- Benzinga: United Rentals Earnings Preview --- Yahoo: Should United Rentals’ Specialty Bundling Strategy Shape URI’s Earnings Reaction And Long-Term Positioning? In recent days, United Rentals has drawn attention ahead of its upcoming earnings release, as analysts issued a mix of cautious and optimistic views on the equipment rental company’s outlook. An interesting angle for investors is how United Rentals’ push to bundle specialty rental services into a one-stop offering is influencing analyst expectations for its profitability and market position. We’ll now examine how the anticipated earnings update and focus on specialty rental bundling shape... --- Yahoo: United Rentals (URI) To Report Earnings Tomorrow: Here Is What To Expect Equipment rental company United Rentals (NYSE:URI) will be announcing earnings results this Wednesday afternoon. Here’s what investors should know.",1,1,10876,1,0,1,0,-0.0634378079017272,-0.1328291740805021,-0.0624843538777349,5,1,637,0.0,1,0.2,0.1268806650238478,0.02537613300476956,1,5,0,5,0,long,1
CRM,2026-01-27,2026-02-02,210.28407287597656,7950900,11180240.0,218.1883087158203,235.7743278503418,0.0251095215244456,-0.0779320777793862,1,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,0,-0.0362266699181331,-0.108112936666053,-0.2888435310869892,5,1,637,0.0,1,0.2,-0.0779320777793862,-0.01558641555587724,1,5,0,5,0,long,0
REGN,2026-01-27,2026-02-02,754.1129150390625,693000,882000.0,752.7525268554688,760.5211730957031,0.0187792350523482,0.0351217203733076,1,0,,0,,0,,,,0,,,,,0,0,0,1,0,0,0,0.0018072183553825,-0.008426140235591,-0.2142857142857143,5,1,637,0.0,1,0.2,0.0351217203733076,0.007024344074661521,1,5,0,5,0,long,1
T,2026-02-03,2026-02-09,26.829204559326172,33057800,45739860.0,26.83909950256348,24.53075885772705,0.0188617133612045,0.075371294638335,1,0,,0,,0,,,,0,,,,,0,0,0,1,0,0,0,-0.0003686764243474,0.0936964777538924,-0.2772649500894842,6,2,644,0.0,1,0.2,0.075371294638335,0.015074258927667,1,5,0,5,0,long,1
AZO,2026-02-03,2026-02-09,3634.2900390625,116000,154340.0,3662.538037109375,3647.223986816406,0.0163133787249889,0.0470962572619994,1,0,,0,,8,Jim Cramer on AutoZone: “I Am Not Backing Away”,"AutoZone, Inc. (NYSE:AZO) is one of the stocks Jim Cramer shed light on recently. Answering a caller’s query about the stock during the episode, Cramer said: That has been, you know, a bugaboo. Look, I think this is an incredibly well-run company. It generates a gigantic amount of cash. I think that this is, I’m […]","Yahoo: Here Are Monday’s Top Wall Street Analyst Research Calls: Autozone, Doximity, Li Auto, Oracle, Robinhood Markets, Roblox, SoFi Technolgy, Terawulf and More Pre-Market Stock Futures: Futures are trading lower after an incredible turnaround on Friday, with all major indices surging higher following a three-day massive sell-off that had pushed the stock market to the brink of a meltdown. The rally on Friday came in full force despite Amazon.com (NASDAQ: AMZN) being beaten down after posting earnings after ... Here Are Monday’s Top Wall Street Analyst Research Calls: Autozone, Doximity, Li Auto, Oracle, Robinhood Markets, Roblox, SoFi Technolgy, Terawu --- Yahoo: A Look At The Fair Value Of AutoZone, Inc. (NYSE:AZO) Key Insights AutoZone's estimated fair value is US$3,386 based on 2 Stage Free Cash Flow to Equity AutoZone's US$3,681... --- SeekingAlpha: Four Things To Consider In The January 2026 CPI Report January CPI outlook: inflation may stay sticky, keeping Fed rates higher. Read the full analysis here. --- Yahoo: Why The AutoZone (AZO) Story Is Shifting As Analysts Rework Price Targets Why the AutoZone Price Target Just Shifted AutoZone latest price target move, with a Fair Value Estimate now around US$4,210 and a slightly lower discount rate and revenue growth assumption, reflects how analysts are trying to balance optimism about long term execution with more cautious views on current demand and valuation. Bulls are leaning on the resilience of the do it for me business and the idea that do it yourself headwinds may already be in the price, while bears are dialing back... --- Yahoo: Is It Worth Investing in AutoZone (AZO) Based on Wall Street's Bullish Views? According to the average brokerage recommendation (ABR), one should invest in AutoZone (AZO). It is debatable whether this highly sought-after metric is effective because Wall Street analysts' recommendations tend to be overly optimistic. Would it be worth investing in the stock? --- Yahoo: Why AutoZone (AZO) Dipped More Than Broader Market Today In the closing of the recent trading day, AutoZone (AZO) stood at $3, denoting a -1.36% move from the preceding trading day. --- Yahoo: Here's Why Advance Auto Parts Accelerated Higher Today This deep value stock's restructuring plans are attracting favor among investors. --- Yahoo: Jim Cramer on AutoZone: “I Am Not Backing Away” AutoZone, Inc. (NYSE:AZO) is one of the stocks Jim Cramer shed light on recently. Answering a caller’s query about the stock during the episode, Cramer said: That has been, you know, a bugaboo. Look, I think this is an incredibly well-run company. It generates a gigantic amount of cash. I think that this is, I’m […]",0,,,,"Yahoo: Here Are Monday’s Top Wall Street Analyst Research Calls: Autozone, Doximity, Li Auto, Oracle, Robinhood Markets, Roblox, SoFi Technolgy, Terawulf and More Pre-Market Stock Futures: Futures are trading lower after an incredible turnaround on Friday, with all major indices surging higher following a three-day massive sell-off that had pushed the stock market to the brink of a meltdown. The rally on Friday came in full force despite Amazon.com (NASDAQ: AMZN) being beaten down after posting earnings after ... Here Are Monday’s Top Wall Street Analyst Research Calls: Autozone, Doximity, Li Auto, Oracle, Robinhood Markets, Roblox, SoFi Technolgy, Terawu --- Yahoo: A Look At The Fair Value Of AutoZone, Inc. (NYSE:AZO) Key Insights AutoZone's estimated fair value is US$3,386 based on 2 Stage Free Cash Flow to Equity AutoZone's US$3,681... --- SeekingAlpha: Four Things To Consider In The January 2026 CPI Report January CPI outlook: inflation may stay sticky, keeping Fed rates higher. Read the full analysis here. --- Yahoo: Why The AutoZone (AZO) Story Is Shifting As Analysts Rework Price Targets Why the AutoZone Price Target Just Shifted AutoZone latest price target move, with a Fair Value Estimate now around US$4,210 and a slightly lower discount rate and revenue growth assumption, reflects how analysts are trying to balance optimism about long term execution with more cautious views on current demand and valuation. Bulls are leaning on the resilience of the do it for me business and the idea that do it yourself headwinds may already be in the price, while bears are dialing back... --- Yahoo: Is It Worth Investing in AutoZone (AZO) Based on Wall Street's Bullish Views? According to the average brokerage recommendation (ABR), one should invest in AutoZone (AZO). It is debatable whether this highly sought-after metric is effective because Wall Street analysts' recommendations tend to be overly optimistic. Would it be worth investing in the stock? --- Yahoo: Why AutoZone (AZO) Dipped More Than Broader Market Today In the closing of the recent trading day, AutoZone (AZO) stood at $3, denoting a -1.36% move from the preceding trading day. --- Yahoo: Here's Why Advance Auto Parts Accelerated Higher Today This deep value stock's restructuring plans are attracting favor among investors. --- Yahoo: Jim Cramer on AutoZone: “I Am Not Backing Away” AutoZone, Inc. (NYSE:AZO) is one of the stocks Jim Cramer shed light on recently. Answering a caller’s query about the stock during the episode, Cramer said: That has been, you know, a bugaboo. Look, I think this is an incredibly well-run company. It generates a gigantic amount of cash. I think that this is, I’m […]",1,1,2696,1,0,1,0,-0.0077126838713106,-0.0035462444315617,-0.248412595568226,6,2,644,0.0,1,0.2,0.0470962572619994,0.00941925145239988,1,5,0,5,0,long,1
DHR,2026-02-03,2026-02-09,216.1991424560547,3559600,4032360.0,216.56835327148437,228.70947189331056,0.0185650037762456,-0.0300808091676365,1,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,0,-0.0017048234880691,-0.0546996560032797,-0.117241516134472,6,2,644,0.0,1,0.2,-0.0300808091676365,-0.0060161618335273,1,5,0,5,0,long,0
GEHC,2026-02-03,2026-02-09,79.04154968261719,3171000,4443660.0,80.65076446533203,81.15951614379883,0.0207336973676157,0.0494520437039683,1,0,,0,,0,,,,0,,,,,0,0,0,1,0,0,0,-0.0199528769923386,-0.0260963416468502,-0.2863990494322248,6,2,644,0.0,1,0.2,0.0494520437039683,0.00989040874079366,1,5,0,5,0,long,1
FDX,2026-02-03,2026-02-09,363.1278076171875,1484500,2509480.0,361.2872619628906,323.7499435424805,0.0194966263419678,0.0468062747922691,1,0,,0,,0,,,,0,,,,,0,0,0,1,0,0,0,0.0050944105925492,0.1216304893950972,-0.4084431834483638,6,2,644,0.0,1,0.2,0.0468062747922691,0.009361254958453821,1,5,0,5,0,long,1
PAYX,2026-02-10,2026-02-13,94.37999725341795,4773800,5132060.0,95.76199798583984,101.22168426513672,0.0185016877681709,-0.0742934158545357,1,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,0,-0.0144316196559123,-0.067591120039041,-0.0698082251571493,7,2,651,0.0,1,0.2,-0.0742934158545357,-0.01485868317090714,1,5,0,5,0,long,0
