ticker,quarter_start,last_date,close,volume,vol_ma_5,price_ma_5,price_ma_20,volatility_20,future_alpha_5d,label_abs_alpha_gt_1pct,sec_event_count,sec_latest_filing_url,sec_filing_text_count,sec_filing_text,finnhub_event_count,finnhub_headline_sample,finnhub_summary_sample,finnhub_news_text,yahoo_event_count,yahoo_headline_sample,yahoo_summary_sample,yahoo_news_text,combined_event_text,has_text,text_source_count,event_text_char_count,week_start,label_alpha_positive,has_sec_filing,has_finnhub_news,has_yahoo_news,price_vs_ma_5,price_vs_ma_20,volume_vs_ma_5,week_of_year,month,days_from_start,predicted_alpha_score,trade_position,position_weight,realized_alpha,period_return_contribution,trade_taken,requested_k_long,requested_k_short,effective_k_long,effective_k_short,trade_side,trade_correct_direction
PHM,2026-01-01,2026-03-31,117.61000061035156,2291800,1805640.0,116.25200042724607,120.64769134521484,0.019495826996112,-0.0148880457699389,1,0,,0,,0,,,,0,,,,,0,0,0,2026-01-01,0,0,0,0,0.0116815209898719,-0.0251781919819036,0.2692452537604395,1,1,640,0.0,1,0.2,-0.0148880457699389,-0.00297760915398778,1,5,0,5,0,long,0
BK,2026-01-01,2026-03-31,118.16096496582033,4916800,3660820.0,116.16090545654296,115.7719497680664,0.0116561518197913,0.0395286890455637,1,2,https://www.sec.gov/Archives/edgar/data/1390777/000119312526073612/d31594d8k.htm,0,,0,,,,0,,,,,0,0,0,2026-01-01,1,1,0,0,0.0172180089455793,0.0206355270213551,0.3430870679246727,1,1,640,0.0,1,0.2,0.0395286890455637,0.00790573780911274,1,5,0,5,0,long,1
