ticker,cik,filing_date,form,accession_number,primary_document,filing_url
NVDA,0001045810,2025-11-19,8-K,0001045810-25-000228,nvda-20251119.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000228/nvda-20251119.htm
NVDA,0001045810,2025-08-27,8-K,0001045810-25-000207,nvda-20250827.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000207/nvda-20250827.htm
NVDA,0001045810,2025-08-05,8-K,0001045810-25-000197,nvda-20250731.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000197/nvda-20250731.htm
NVDA,0001045810,2025-07-01,8-K,0001045810-25-000179,nvda-20250625.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000179/nvda-20250625.htm
NVDA,0001045810,2025-05-28,8-K,0001045810-25-000115,nvda-20250528.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000115/nvda-20250528.htm
NVDA,0001045810,2025-04-15,8-K,0001045810-25-000082,nvda-20250409.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000082/nvda-20250409.htm
NVDA,0001045810,2025-03-07,8-K,0001045810-25-000039,nvda-20250303.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000039/nvda-20250303.htm
NVDA,0001045810,2025-02-26,8-K,0001045810-25-000021,nvda-20250226.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000021/nvda-20250226.htm
NVDA,0001045810,2025-01-17,8-K,0001045810-25-000007,nvda-20250113.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000007/nvda-20250113.htm
NVDA,0001045810,2024-11-20,8-K,0001045810-24-000315,nvda-20241120.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000315/nvda-20241120.htm
NVDA,0001045810,2024-11-07,8-K,0001045810-24-000300,nvda-20241107.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000300/nvda-20241107.htm
NVDA,0001045810,2024-08-28,8-K,0001045810-24-000262,nvda-20240828.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000262/nvda-20240828.htm
NVDA,0001045810,2024-07-02,8-K,0001045810-24-000206,nvda-20240626.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000206/nvda-20240626.htm
NVDA,0001045810,2024-06-07,8-K,0001045810-24-000144,nvda-20240607.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000144/nvda-20240607.htm
NVDA,0001045810,2024-05-22,8-K,0001045810-24-000113,nvda-20240522.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000113/nvda-20240522.htm
NVDA,0001045810,2024-03-14,8-K,0001045810-24-000069,nvda-20240308.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000069/nvda-20240308.htm
NVDA,0001045810,2024-02-21,8-K,0001045810-24-000028,nvda-20240221.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000028/nvda-20240221.htm
NVDA,0001045810,2023-11-21,8-K,0001045810-23-000225,nvda-20231121.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000225/nvda-20231121.htm
NVDA,0001045810,2023-10-24,8-K,0001045810-23-000221,nvda-20231023.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000221/nvda-20231023.htm
NVDA,0001045810,2023-10-17,8-K,0001045810-23-000217,nvda-20231017.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000217/nvda-20231017.htm
NVDA,0001045810,2023-08-23,8-K,0001045810-23-000171,nvda-20230823.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000171/nvda-20230823.htm
NVDA,0001045810,2023-07-24,8-K,0001045810-23-000164,nvda-20230724.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000164/nvda-20230724.htm
NVDA,0001045810,2023-06-27,8-K,0001045810-23-000146,nvda-20230622.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000146/nvda-20230622.htm
NVDA,0001045810,2023-05-24,8-K,0001045810-23-000087,nvda-20230524.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000087/nvda-20230524.htm
NVDA,0001045810,2023-03-08,8-K,0001045810-23-000039,nvda-20230302.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000039/nvda-20230302.htm
NVDA,0001045810,2023-02-22,8-K,0001045810-23-000014,nvda-20230222.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000014/nvda-20230222.htm
NVDA,0001045810,2022-11-16,8-K,0001045810-22-000163,nvda-20221116.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000163/nvda-20221116.htm
NVDA,0001045810,2022-09-01,8-K,0001045810-22-000151,nvda-20220831.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000151/nvda-20220831.htm
NVDA,0001045810,2022-08-31,8-K,0001045810-22-000146,nvda-20220826.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000146/nvda-20220826.htm
NVDA,0001045810,2022-08-24,8-K,0001045810-22-000136,nvda-20220824.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000136/nvda-20220824.htm
NVDA,0001045810,2022-08-08,8-K,0001045810-22-000133,nvda-20220808.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000133/nvda-20220808.htm
NVDA,0001045810,2022-06-06,8-K,0001045810-22-000088,nvda-20220602.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000088/nvda-20220602.htm
NVDA,0001045810,2022-05-25,8-K,0001045810-22-000073,nvda-20220525.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000073/nvda-20220525.htm
NVDA,0001045810,2022-03-09,8-K,0001045810-22-000023,nvda-20220303.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000023/nvda-20220303.htm
NVDA,0001045810,2022-02-16,8-K,0001045810-22-000008,nvda-20220216.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000008/nvda-20220216.htm
NVDA,0001045810,2022-02-08,8-K,0001045810-22-000005,nvda-20220208.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000005/nvda-20220208.htm
NVDA,0001045810,2021-11-17,8-K,0001045810-21-000160,nvda-20211117.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000160/nvda-20211117.htm
NVDA,0001045810,2021-08-18,8-K,0001045810-21-000128,nvda-20210818.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000128/nvda-20210818.htm
NVDA,0001045810,2021-06-28,8-K,0001045810-21-000117,nvda-20210628.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000117/nvda-20210628.htm
NVDA,0001045810,2021-06-16,8-K,0001193125-21-192149,d80739d8k.htm,https://www.sec.gov/Archives/edgar/data/1045810/000119312521192149/d80739d8k.htm
NVDA,0001045810,2021-06-07,8-K,0001045810-21-000075,nvda-20210603.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000075/nvda-20210603.htm
NVDA,0001045810,2021-05-26,8-K,0001045810-21-000063,nvda-20210526.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000063/nvda-20210526.htm
NVDA,0001045810,2021-05-21,8-K,0001045810-21-000056,nvda-20210521.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000056/nvda-20210521.htm
NVDA,0001045810,2021-04-12,8-K,0001045810-21-000047,nvda-20210412.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000047/nvda-20210412.htm
NVDA,0001045810,2021-03-19,8-K,0001045810-21-000034,nvda-20210315.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000034/nvda-20210315.htm
NVDA,0001045810,2021-02-24,8-K,0001045810-21-000007,nvda-20210224.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000007/nvda-20210224.htm
NVDA,0001045810,2020-11-18,8-K,0001045810-20-000187,nvda-20201118.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000187/nvda-20201118.htm
NVDA,0001045810,2020-11-09,8-K,0001045810-20-000181,nvda-20201109.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000181/nvda-20201109.htm
NVDA,0001045810,2020-09-14,8-K,0001193125-20-244601,d13958d8k.htm,https://www.sec.gov/Archives/edgar/data/1045810/000119312520244601/d13958d8k.htm
NVDA,0001045810,2020-08-19,8-K,0001045810-20-000145,nvda-20200819.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000145/nvda-20200819.htm
NVDA,0001045810,2020-07-13,8-K,0001045810-20-000127,nvda-20200713.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000127/nvda-20200713.htm
NVDA,0001045810,2020-06-15,8-K,0001045810-20-000103,a8-k2020annualmeetingr.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000103/a8-k2020annualmeetingr.htm
NVDA,0001045810,2020-05-21,8-K,0001045810-20-000063,nvda-20200521.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000063/nvda-20200521.htm
NVDA,0001045810,2020-04-27,8-K,0001045810-20-000052,form8-kmellanoxclosing.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000052/form8-kmellanoxclosing.htm
NVDA,0001045810,2020-04-17,8-K,0001045810-20-000048,mellanoxantitrustappro.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000048/mellanoxantitrustappro.htm
NVDA,0001045810,2020-03-31,8-K,0001193125-20-092939,d904626d8k.htm,https://www.sec.gov/Archives/edgar/data/1045810/000119312520092939/d904626d8k.htm
NVDA,0001045810,2020-03-10,8-K,0001045810-20-000033,form8-kfy2021variablec.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000033/form8-kfy2021variablec.htm
