Date,Adj Close,Close,High,Low,Open,Volume,ticker,return_1d,return_5d,vol_ma_5,price_ma_5,price_ma_20,volatility_20,sp_return_1d,sp_return_5d,alpha_1d,alpha_5d,future_stock_return_5d,future_sp_return_5d,future_alpha_5d,label_abs_alpha_gt_1pct
2023-07-27,190.72422790527344,193.22000122070312,197.1999969482422,192.5500030517578,196.02000427246094,47460200,AAPL,-0.006581012749375947,0.00046592295086345104,49908960.0,190.71041259765624,189.49579467773438,0.008786496469404872,-0.006424666064487883,0.0005601128581109727,-0.00015634668488806458,-9.418990724752163e-05,-0.010609791601979723,-0.007828258479635863,-0.00278153312234386,0
2023-07-28,193.3004913330078,195.8300018310547,196.6300048828125,194.13999938964844,194.6699981689453,48291400,AAPL,0.013507793194548423,0.02026657912724361,45176900.0,191.47835693359374,189.80376434326172,0.009216813063816286,0.009877842794752345,0.010116115260186298,0.003629950399796078,0.010150463867057313,-0.07067335294105115,-0.022740062318268972,-0.047933290622782176,1
2023-07-31,193.9124755859375,196.4499969482422,196.49000549316406,195.25999450683594,196.05999755859375,38824100,AAPL,0.0031659736025988483,0.01919568038846098,43866160.0,192.20879211425782,189.9261604309082,0.007734658637815576,0.0014687129405193122,0.0075351341024880725,0.001697260662079536,0.011660546285972906,-0.08959008354259379,-0.015367320728778666,-0.07422276281381512,1
2023-08-01,193.08334350585938,195.61000061035156,196.72999572753906,195.27999877929688,196.24000549316406,35175100,AAPL,-0.004275805760164619,0.010277777267694077,43444540.0,192.60164794921874,190.08162689208984,0.007570987086429131,-0.002665087639215691,0.00202957871782794,-0.0016107181209489285,0.008248198549866137,-0.08082402988483406,-0.016900734364129533,-0.06392329552070453,1
2023-08-02,190.09249877929688,192.5800018310547,195.17999267578125,191.85000610351562,195.0399932861328,50389300,AAPL,-0.015489915765166673,-0.009871479385088588,44028020.0,192.222607421875,190.1433204650879,0.008290962726304703,-0.013839541336347905,-0.011684428374938438,-0.0016503744288187683,0.0018129489898498496,-0.07472229272633546,-0.01012103416667176,-0.0646012585596637,1
2023-08-03,188.70068359375,191.1699981689453,192.3699951171875,190.69000244140625,191.57000732421875,61235200,AAPL,-0.007321778578768701,-0.010609791601979723,46783020.0,191.81789855957032,190.11173400878906,0.008446701217881101,-0.0025479738404268204,-0.007828258479635863,-0.00477380473834188,-0.00278153312234386,-0.06904839840707555,-0.0073435951544224,-0.06170480325265315,1
2023-08-04,179.63929748535156,181.99000549316406,187.3800048828125,181.9199981689453,185.52000427246094,115956800,AAPL,-0.048019890208275684,-0.07067335294105115,60316100.0,189.08565979003907,189.6828483581543,0.013624328314171525,-0.005300074155050516,-0.022740062318268972,-0.04271981605322517,-0.047933290622782176,-0.021759233816204593,-0.003121904306016665,-0.018637329510187928,1
2023-08-07,176.5398406982422,178.85000610351562,183.1300048828125,177.35000610351562,182.1300048828125,97576100,AAPL,-0.01725377927044114,-0.08959008354259379,72066500.0,185.6111328125,189.2011520385742,0.013909412602371522,0.00902409277936278,-0.015367320728778666,-0.02627787204980392,-0.07422276281381512,0.004765545218702538,-0.006356115591869882,0.01112166081057242,1
2023-08-08,177.47756958007812,179.8000030517578,180.27000427246094,177.5800018310547,179.69000244140625,67823000,AAPL,0.005311712518415446,-0.08082402988483406,78596080.0,182.48997802734374,188.7925003051758,0.01401983482363287,-0.004218283044793103,-0.016900734364129533,0.009529995563208549,-0.06392329552070453,-0.011737512219321067,-0.01367299964296298,0.0019354874236419128,0
2023-08-09,175.8883514404297,178.19000244140625,180.92999267578125,177.00999450683594,180.8699951171875,60378500,AAPL,-0.008954473195731838,-0.07472229272633546,80593920.0,179.6491485595703,188.2209785461426,0.013842424475661214,-0.007038730380597102,-0.01012103416667176,-0.0019157428151347355,-0.0646012585596637,-0.007753262140020811,-0.014186212481707372,0.006432950341686561,0
2023-08-10,175.67120361328125,177.97000122070312,180.75,177.60000610351562,179.47999572753906,54686900,AAPL,-0.0012345776475253256,-0.06904839840707555,79284260.0,177.04325256347656,187.60059814453126,0.013749673680689828,0.00025071394456976925,-0.0073435951544224,-0.0014852915920950949,-0.06170480325265315,-0.020987010270665962,-0.022034897976041523,0.0010478877053755609,0
2023-08-11,175.73048400878906,177.7899932861328,178.6199951171875,176.5500030517578,177.32000732421875,52036700,AAPL,0.00033745084162073447,-0.021759233816204593,66500240.0,176.26148986816406,186.97577667236328,0.013742973589179162,-0.0010696923700230787,-0.003121904306016665,0.0014071432116438132,-0.018637329510187928,-0.01856108964802594,-0.021133241759744292,0.002572152111718351,0
